,ticker,content
0,WU,western union wu dispute news report be early stage merger talk fellow money transfer company moneygram international mgi report have send share soar cite source bloomberg first report story late tuesday state talk be early stage stumble regulator approval news send moneygram share skyward western union later throw cold water rumor policy be not comment market rumor speculation continue be policy go forward basis view high level market activity stock today western union state current news report indicate company be discussion acquire moneygram international inc be not accurate company say statement moneygram stock jump stock market today trading day move average later drop gain company share be so far year have be day average january dalla base moneygram have weak ibd composite rating mean other publicly trade business be outperform western union share rise morning trading later fall gain englewood colo base company have healthy ibd composite rating stock have rise so far year close tuesday trading moneygram have market value have long term debt accord regulatory filing
1,WU,western union latest quarterly result top view many other company note headwind currency movement thursday western union wu provide money transfer payment service deliver first quarter earning cent share year earlier beating view penny sale slip
2,WU,stock open higher have quickly turn tail early wednesday disappointing job datum more earning report
3,WU,nasdaq fall putt further day line breach tuesday dow jone industrial average be also lose volume be run higher board stock market today trade be only fractionally higher nyse
4,WU,stock athm lose reverse lower now nearly buy point cup base have just regain buy point monday open chinese provider automobile information deliver result view give upbeat guidance sale share be turn tail
5,WU,taser international tasr lose quickly fading higher open reversal stock have be strong mover late monday taser trigger ibd week hold rule handle fast mover stock have be tear clear buy point consolidation april
6,WU,upside synageva biopharma geva gap more double value news be buy alexion pharmaceutical alxn cash stock alexion fall lowest oct
7,WU,synageva be ideal strategic operational fit alexion align know well do well provide life transform therapy increase number patient devastate rare disease say alexion ceo david hallal press release
8,WU,moneygram mgi gap surge report be talk be buy western union wu western union be recently featured income investor jump multiyear high stock open higher have quickly turn tail early wednesday disappointing job datum more earning report nasdaq fall putt further day line breach tuesday dow jone industrial average be also lose volume be run higher board stock market today trade be only fractionally higher nyse stock athm lose reverse lower now nearly buy point cup base have just regain buy point monday open chinese provider automobile information deliver result view give upbeat guidance sale share be turn tail taser international tasr lose quickly fading higher open reversal stock have be strong mover late monday taser trigger ibd week hold rule handle fast mover stock have be tear clear buy point consolidation april upside synageva biopharma geva gap more double value news be buy alexion pharmaceutical alxn cash stock alexion fall lowest oct synageva be ideal strategic operational fit alexion align know well do well provide life transform therapy increase number patient devastate rare disease say alexion ceo david hallal press release moneygram mgi gap surge report be talk be buy western union wu western union be recently featured income investor jump multiyear high
9,WU,date back century have root age old telegraph system western union wu have keep time
10,WU,englewood colo base company still provide money transfer payment transaction well bill pay money order purchasing have grow year acquisition brand include namesake orlandi valuta pago facil vigo
11,WU,decade past company be innovator service include singing telegram candygram discontinue telegram service focuse bill pay other financial transaction have launch mobile money transfer service commerce platform call wu pay
12,WU,international face less competition now make bulk annual revenue account international reach however do company global currency economic headwind
13,WU,western union last month report earning cent share last year cent view marked best quarterly gain year revenue slip miss forecast
14,WU,full year earning rise company forecast ep low single digit revenue gain constant currency basis low mid single digit decrease used gaap
15,WU,analyst expect profit climb year sale decline
16,WU,currently pay quarterly dividend share cent full year work yield ahead average payout
17,WU,current component be original company dow jone transportation average index be create
